time,1/1/99,1/2/99,1/3/99,1/4/99,1/5/99,1/6/99,1/7/99,1/8/99,1/9/99,1/10/99,1/11/99,1/12/99,1/13/99,1/14/99,1/15/99,1/16/99,1/17/99,1/18/99,1/19/99,1/20/99,1/21/99,1/22/99,1/23/99,1/24/99,1/25/99,1/26/99,1/27/99,1/28/99,1/29/99,1/30/99,1/31/99,2/1/99,2/2/99,2/3/99,2/4/99,2/5/99,2/6/99,2/7/99,2/8/99,2/9/99,2/10/99,2/11/99,2/12/99,2/13/99,2/14/99,2/15/99,2/16/99,2/17/99,2/18/99,2/19/99,2/20/99,2/21/99,2/22/99,2/23/99,2/24/99,2/25/99,2/26/99,2/27/99,2/28/99,3/1/99,3/2/99,3/3/99,3/4/99,3/5/99,3/6/99,3/7/99,3/8/99,3/9/99,3/10/99,3/11/99,3/12/99,3/13/99,3/14/99,3/15/99,3/16/99,3/17/99,3/18/99,3/19/99,3/20/99,3/21/99,3/22/99,3/23/99,3/24/99,3/25/99,3/26/99,3/27/99,3/28/99,3/29/99,3/30/99,3/31/99,4/1/99,4/2/99,4/3/99,4/4/99,4/5/99,4/6/99,4/7/99,4/8/99,4/9/99,4/10/99,4/11/99,4/12/99,4/13/99,4/14/99,4/15/99,4/16/99,4/17/99,4/18/99,4/19/99,4/20/99,4/21/99,4/22/99,4/23/99,4/24/99,4/25/99,4/26/99,4/27/99,4/28/99,4/29/99,4/30/99,5/1/99,5/2/99,5/3/99,5/4/99,5/5/99,5/6/99,5/7/99,5/8/99,5/9/99,5/10/99,5/11/99,5/12/99,5/13/99,5/14/99,5/15/99,5/16/99,5/17/99,5/18/99,5/19/99,5/20/99,5/21/99,5/22/99,5/23/99,5/24/99,5/25/99,5/26/99,5/27/99,5/28/99,5/29/99,5/30/99,5/31/99,6/1/99,6/2/99,6/3/99,6/4/99,6/5/99,6/6/99,6/7/99,6/8/99,6/9/99,6/10/99,6/11/99,6/12/99,6/13/99,6/14/99,6/15/99,6/16/99,6/17/99,6/18/99,6/19/99,6/20/99,6/21/99,6/22/99,6/23/99,6/24/99,6/25/99,6/26/99,6/27/99,6/28/99,6/29/99,6/30/99,7/1/99,7/2/99,7/3/99,7/4/99,7/5/99,7/6/99,7/7/99,7/8/99,7/9/99,7/10/99,7/11/99,7/12/99,7/13/99,7/14/99,7/15/99,7/16/99,7/17/99,7/18/99,7/19/99,7/20/99,7/21/99,7/22/99,7/23/99,7/24/99,7/25/99,7/26/99,7/27/99,7/28/99,7/29/99,7/30/99,7/31/99,8/1/99,8/2/99,8/3/99,8/4/99,8/5/99,8/6/99,8/7/99,8/8/99,8/9/99,8/10/99,8/11/99,8/12/99,8/13/99,8/14/99,8/15/99,8/16/99,8/17/99,8/18/99,8/19/99,8/20/99,8/21/99,8/22/99,8/23/99,8/24/99,8/25/99,8/26/99,8/27/99,8/28/99,8/29/99,8/30/99,8/31/99,9/1/99,9/2/99,9/3/99,9/4/99,9/5/99,9/6/99,9/7/99,9/8/99,9/9/99,9/10/99,9/11/99,9/12/99,9/13/99,9/14/99,9/15/99,9/16/99,9/17/99,9/18/99,9/19/99,9/20/99,9/21/99,9/22/99,9/23/99,9/24/99,9/25/99,9/26/99,9/27/99,9/28/99,9/29/99,9/30/99,10/1/99,10/2/99,10/3/99,10/4/99,10/5/99,10/6/99,10/7/99,10/8/99,10/9/99,10/10/99,10/11/99,10/12/99,10/13/99,10/14/99,10/15/99,10/16/99,10/17/99,10/18/99,10/19/99,10/20/99,10/21/99,10/22/99,10/23/99,10/24/99,10/25/99,10/26/99,10/27/99,10/28/99,10/29/99,10/30/99,10/31/99,11/1/99,11/2/99,11/3/99,11/4/99,11/5/99,11/6/99,11/7/99,11/8/99,11/9/99,11/10/99,11/11/99,11/12/99,11/13/99,11/14/99,11/15/99,11/16/99,11/17/99,11/18/99,11/19/99,11/20/99,11/21/99,11/22/99,11/23/99,11/24/99,11/25/99,11/26/99,11/27/99,11/28/99,11/29/99,11/30/99
13:30:00,43,0,72,31,63,57,42,18,0,93,0,0,63,42,22,0,60,41,52,52,55,15,0,53,38,40,30,40,19,2,42,62,79,88,44,24,0,42,65,42,49,51,26,0,45,56,77,72,45,26,0,63,48,46,41,44,10,0,58,72,19,75,79,20,0,85,0,54,75,83,0,0,84,68,53,51,66,25,1,87,0,69,60,56,13,0,66,45,53,19,0,36,0,75,64,2,0,51,44,0,64,69,72,50,69,26,1,55,49,46,12,66,25,0,70,68,68,68,60,22,0,76,67,79,57,78,19,0,77,97,70,65,53,16,0,30,12,73,68,20,0,0,92,63,71,68,56,19,0,59,43,66,90,65,18,0,53,56,76,70,83,29,1,62,56,52,186,45,10,1,59,81,59,48,56,16,0,47,62,39,58,78,27,1,89,81,79,60,34,30,0,109,73,46,53,53,15,0,79,45,62,70,30,14,0,60,59,53,63,43,25,0,92,83,77,60,71,31,0,92,69,71,51,41,34,0,69,60,53,46,116,25,2,54,63,46,51,44,21,1,49,44,43,51,56,22,0,61,53,44,64,41,15,0,0,71,68,50,57,23,1,1,0,78,51,62,19,0,42,48,57,52,41,14,1,77,64,51,60,53,23,1,65,59,46,54,45,37,2,56,41,46,37,50,29,1,41,48,51,41,28,26,0,78,65,88,55,60,18,1,63,52,76,68,56,22,4,60,92,69,53,63,0,0,64,62,62,74,49,0,0,56,50,59
14:00:00,19,1,73,84,59,60,69,16,0,85,0,0,87,61,14,1,54,54,58,52,42,11,0,44,39,39,38,49,15,0,48,57,72,75,47,15,0,43,61,63,50,77,8,1,41,77,51,49,58,12,0,61,71,57,55,50,8,0,46,82,13,64,93,23,0,68,0,57,106,79,0,0,90,64,65,52,69,8,0,63,55,56,46,46,21,0,73,44,46,3,0,22,0,58,50,19,0,70,25,1,79,65,68,67,54,16,0,74,71,36,3,76,16,1,88,74,61,61,56,20,0,84,88,75,65,66,19,0,85,88,83,75,53,24,0,84,13,62,62,13,0,0,66,71,67,75,76,8,0,50,60,80,83,68,20,0,56,57,92,88,78,16,1,72,79,55,104,56,13,0,74,69,57,60,54,13,0,57,68,70,55,85,21,0,116,79,77,80,57,20,0,91,59,66,51,48,13,0,54,56,59,63,4,12,0,70,60,66,68,70,20,1,69,84,73,69,77,18,1,84,62,80,53,63,18,1,71,50,53,41,102,18,0,55,57,53,46,51,23,0,53,55,50,55,61,18,1,69,58,48,46,54,10,0,2,98,72,53,76,11,1,1,0,60,52,54,9,2,39,51,50,58,54,13,1,59,55,47,64,54,16,1,59,62,63,53,31,18,1,76,56,39,41,57,13,0,44,55,54,37,46,20,0,70,69,74,64,60,14,1,49,57,80,80,88,15,2,67,81,89,61,55,0,0,70,67,65,62,60,0,2,57,44,65
14:30:00,10,1,77,115,62,52,84,7,0,71,0,0,88,47,9,0,58,37,48,60,56,7,0,50,48,55,43,46,10,0,45,53,61,70,48,7,1,67,42,58,42,75,12,1,38,59,56,68,63,8,0,59,59,49,57,57,10,1,77,58,0,54,84,13,0,71,0,83,111,90,0,0,63,64,42,38,56,12,0,86,73,68,48,46,10,0,69,58,55,9,1,12,1,63,56,20,0,52,20,0,80,69,72,54,65,10,0,52,70,28,15,79,11,0,63,61,53,54,55,18,1,68,76,71,64,82,14,0,87,82,72,55,72,13,0,71,4,86,58,9,0,2,79,46,65,64,50,19,1,62,74,68,82,64,11,0,57,52,65,65,78,16,1,66,70,52,71,63,21,4,61,68,47,60,45,23,0,47,60,47,45,78,20,0,101,82,63,75,66,18,2,66,62,76,58,50,9,0,58,71,51,71,10,15,0,67,71,56,74,71,12,2,101,84,69,99,55,19,0,77,63,83,41,73,20,0,67,60,46,38,67,17,1,49,60,58,48,52,16,1,47,50,42,60,64,22,1,68,61,70,53,51,7,0,0,76,68,71,76,15,1,6,0,50,59,42,10,1,33,42,35,28,40,11,1,62,65,44,50,50,20,0,51,52,53,46,46,15,0,67,56,30,47,50,9,0,42,56,57,46,45,23,0,65,79,84,66,70,8,0,57,66,82,79,60,11,0,65,78,84,60,58,0,0,57,69,71,75,59,0,0,71,68,74
15:00:00,2,0,88,75,58,54,62,1,0,79,0,0,76,64,2,0,66,176,44,65,49,2,0,42,50,46,46,44,1,0,39,37,89,67,50,6,0,55,48,59,61,74,4,1,36,62,62,53,46,4,0,50,53,53,59,60,8,0,55,75,0,66,68,10,0,97,0,77,87,72,0,0,104,53,36,22,50,6,2,70,59,76,51,49,4,1,62,48,48,6,0,15,1,42,40,16,0,19,16,1,88,65,67,53,59,9,0,67,59,4,10,68,13,0,67,61,50,48,68,9,1,71,79,63,52,64,8,0,80,52,68,75,65,16,0,94,15,101,79,4,1,0,74,67,64,66,79,6,0,74,70,62,71,69,9,0,71,72,59,91,67,20,1,86,68,65,59,56,9,0,74,73,61,48,57,12,0,55,56,54,57,68,20,0,69,69,44,60,49,9,0,78,65,60,57,67,6,0,58,63,62,74,22,16,0,67,68,62,70,61,7,0,93,78,76,68,77,14,0,71,63,64,64,42,4,0,47,129,64,52,56,5,0,50,59,59,50,47,9,0,47,50,50,59,54,10,1,69,59,54,61,57,6,0,0,72,59,75,64,9,0,0,0,63,68,44,6,1,31,28,18,21,24,6,0,71,58,58,43,62,16,1,60,62,52,48,49,3,0,55,63,44,57,56,11,0,52,41,47,48,47,9,1,61,74,97,64,49,11,0,60,73,82,88,90,5,0,71,92,62,91,61,0,0,63,66,75,63,60,2,2,56,48,84
15:30:00,1,0,77,69,74,55,78,1,1,84,0,0,89,61,0,1,72,55,55,50,47,0,0,49,57,54,41,58,1,1,53,60,61,50,56,1,0,54,34,56,62,66,1,2,47,75,56,59,75,2,0,57,46,53,54,74,0,1,62,71,0,71,87,6,0,91,0,93,83,78,0,2,85,55,29,20,58,8,0,85,64,82,65,50,5,2,51,39,75,0,0,12,0,53,25,3,0,79,12,1,79,66,64,56,46,9,0,76,56,22,2,65,7,0,67,43,66,64,74,9,0,83,70,52,85,72,4,0,86,67,61,54,63,10,0,77,8,88,64,5,1,0,65,57,84,63,57,10,0,52,60,64,58,81,9,1,82,48,98,66,77,12,0,78,50,68,49,59,6,1,66,58,57,73,60,1,0,65,41,58,66,68,12,1,91,62,54,63,60,9,0,87,62,73,62,54,7,0,60,57,75,88,10,12,0,56,66,62,81,56,15,0,101,72,97,62,89,10,0,70,79,90,71,50,10,0,83,79,55,37,52,9,1,48,62,57,41,46,9,1,68,48,58,64,60,8,0,97,47,61,81,62,2,2,0,62,63,75,74,14,0,3,0,66,59,43,3,0,26,16,21,19,18,2,0,63,75,72,53,57,9,1,60,43,38,58,37,7,0,62,71,62,48,49,8,0,51,45,60,47,58,7,0,56,91,77,67,51,4,1,55,57,64,67,82,7,0,80,100,70,71,75,5,1,71,72,59,73,55,0,0,65,51,86
16:00:00,2,0,105,61,86,51,109,0,0,173,0,0,65,91,1,0,95,53,67,52,56,1,0,60,23,73,29,82,0,0,77,48,85,34,75,2,0,77,35,81,59,97,1,1,53,62,61,31,63,0,0,81,42,51,16,69,0,0,70,63,0,52,95,7,0,103,0,92,78,91,0,0,101,37,45,25,72,2,1,85,59,80,54,57,0,0,65,41,100,3,0,7,0,49,40,3,0,63,11,2,104,65,76,45,59,6,0,68,46,19,7,93,7,0,88,46,76,51,54,13,0,96,46,62,51,94,6,0,101,86,61,40,79,5,0,100,12,93,40,3,2,1,75,48,75,36,60,11,0,73,47,81,50,88,5,0,69,51,90,80,86,8,2,83,50,67,54,95,2,0,72,67,60,55,71,5,0,55,38,44,44,67,17,2,105,65,85,46,58,5,1,84,62,60,48,22,4,0,62,63,67,72,13,4,0,73,53,76,45,67,7,0,88,80,82,71,58,4,2,98,61,71,52,56,13,1,78,60,58,47,56,8,0,60,76,53,46,41,4,0,62,39,49,40,73,9,0,86,50,58,47,55,7,3,1,62,53,53,56,3,1,1,0,65,56,44,6,0,28,24,31,30,30,3,0,63,59,50,44,67,6,0,60,48,47,49,47,7,0,54,36,46,45,54,2,0,41,41,66,35,62,3,1,57,78,67,51,52,3,0,54,46,71,61,65,7,0,77,51,62,55,60,2,1,62,42,47,47,43,0,0,44,34,47
16:30:00,2,0,152,47,74,37,103,1,0,137,0,0,62,102,2,0,86,51,57,42,61,0,0,50,22,52,22,66,1,0,79,42,72,32,79,2,1,79,29,89,53,93,2,2,64,47,67,29,62,1,0,81,32,54,22,46,0,1,78,57,0,47,113,1,1,111,0,126,81,119,0,0,93,31,42,37,75,0,0,76,66,89,53,61,1,1,72,52,69,0,0,13,1,77,23,7,0,110,11,1,109,52,68,46,53,5,0,63,56,11,11,88,6,0,96,50,67,46,80,6,1,94,61,58,59,92,3,0,88,70,79,41,67,7,0,82,11,71,42,4,0,0,84,43,78,53,71,2,0,68,29,74,45,107,7,0,99,64,70,60,70,9,1,90,46,57,45,82,7,0,68,38,49,32,56,10,0,53,34,51,35,70,6,0,104,60,72,50,53,7,1,107,45,54,54,61,6,1,76,43,64,84,19,11,0,59,48,62,57,56,3,4,86,66,86,68,66,13,0,84,45,82,68,53,7,2,69,44,53,46,51,7,1,69,45,54,30,52,1,2,58,39,44,49,62,9,0,71,43,52,56,54,4,0,1,72,60,51,62,2,1,0,0,50,43,32,1,0,18,28,28,20,34,2,1,56,47,41,35,59,4,0,65,29,54,35,43,4,1,52,42,44,43,34,1,1,40,34,41,25,49,0,0,63,69,60,51,38,1,1,52,52,72,70,88,1,2,71,64,60,48,61,4,1,53,44,58,64,34,0,0,56,47,48
17:00:00,1,0,113,65,58,43,67,0,1,106,0,0,46,74,1,1,93,35,49,34,61,0,0,45,27,42,37,36,1,0,39,28,69,35,58,0,0,56,25,71,40,74,0,2,47,41,64,28,56,1,1,144,28,36,38,47,1,0,44,40,0,32,104,2,0,89,0,81,77,79,0,0,81,38,46,22,64,1,0,55,59,72,55,47,0,0,67,29,33,2,0,7,0,35,20,3,0,72,7,1,77,46,67,37,89,5,0,83,39,22,5,62,4,0,68,33,72,50,65,6,0,84,48,58,22,69,3,1,71,42,100,54,63,7,0,57,9,67,40,5,1,0,80,52,88,56,68,1,0,49,21,56,44,82,10,0,82,36,76,52,71,4,0,60,35,57,45,62,8,1,78,36,48,30,59,3,2,31,28,50,39,63,5,0,115,31,55,32,58,6,0,70,49,47,37,30,7,0,56,36,47,43,19,3,0,55,37,42,43,49,3,2,91,79,64,56,59,7,0,65,42,57,46,49,8,5,49,31,42,23,48,3,0,64,55,58,44,46,2,0,46,37,50,38,58,8,3,54,38,49,34,47,3,1,0,45,44,35,47,4,0,0,3,48,32,32,3,0,23,18,31,18,19,0,1,46,46,40,35,39,3,1,45,33,40,29,36,1,2,41,28,30,27,34,1,1,45,27,35,22,32,0,1,44,29,46,45,42,0,0,32,36,53,62,47,1,0,52,51,40,37,41,1,2,41,42,40,58,21,0,0,24,25,49
17:30:00,0,1,74,61,52,38,70,0,0,75,0,0,53,78,0,2,53,38,38,43,46,0,0,48,23,43,27,32,0,0,37,43,46,33,48,0,0,47,35,62,47,49,1,2,58,35,52,48,32,1,1,55,32,34,35,40,0,0,46,52,0,58,67,1,1,47,0,88,53,75,0,0,54,49,36,29,81,0,0,53,48,62,45,53,1,0,60,31,49,0,0,5,1,54,31,4,0,70,3,0,80,63,51,44,70,1,0,58,45,22,14,72,2,0,50,37,70,40,61,5,0,75,44,58,35,67,1,0,57,62,68,75,57,2,0,54,18,67,30,6,0,0,71,27,60,35,54,0,1,64,34,62,46,65,4,0,61,54,66,59,47,6,3,73,49,55,48,43,10,0,49,36,48,25,47,1,0,43,27,35,42,79,4,0,101,55,73,45,57,2,0,61,48,62,51,45,1,0,52,22,46,57,15,8,0,58,32,56,50,51,0,0,80,66,64,53,34,1,0,61,41,64,48,44,7,0,76,41,33,26,53,5,1,47,44,35,42,51,11,0,50,37,50,43,50,3,1,52,28,57,50,41,0,1,0,36,44,40,29,0,1,1,0,39,32,29,1,0,16,31,32,37,17,1,2,36,58,49,33,39,1,1,48,39,33,39,34,0,1,41,38,24,40,30,0,2,28,39,38,33,42,1,4,45,49,61,32,37,0,2,38,46,51,51,61,1,3,50,59,48,40,38,0,3,45,57,47,34,43,1,0,42,27,56
18:00:00,0,0,53,57,41,29,85,0,4,75,0,0,64,54,0,2,45,37,42,32,31,0,2,36,33,30,28,29,0,1,41,48,35,44,46,0,1,40,55,85,64,42,2,1,26,45,41,33,40,2,1,65,35,29,40,32,0,2,37,34,0,44,49,1,3,39,0,64,56,87,0,1,53,49,32,35,37,1,0,26,52,50,39,34,0,0,37,31,44,0,0,0,0,36,40,0,0,48,2,1,60,62,43,47,60,2,0,39,28,14,10,77,0,2,47,48,71,44,46,1,0,42,49,45,35,60,0,0,60,51,66,57,56,0,0,54,12,72,41,0,1,0,49,33,67,37,39,0,1,39,29,41,41,42,3,1,41,52,51,47,72,5,0,51,35,37,55,41,3,0,35,31,38,26,33,1,1,30,20,33,36,55,8,2,74,18,62,50,38,3,0,63,53,59,55,32,3,0,25,55,37,40,11,4,0,41,35,53,33,43,10,3,52,75,91,72,49,4,1,66,44,83,66,44,2,1,33,41,32,34,34,4,0,41,51,32,50,43,2,0,41,45,38,39,52,0,1,29,27,37,34,38,0,1,3,53,40,42,37,1,0,0,0,42,41,26,1,0,23,16,28,18,14,1,5,34,40,37,26,32,1,6,49,39,49,36,39,0,11,35,39,58,36,38,0,6,31,41,25,38,27,2,4,26,61,77,57,35,0,7,30,38,62,57,64,0,15,35,59,51,43,33,0,12,41,42,49,41,35,0,4,26,29,53
18:30:00,0,10,36,38,52,33,43,0,16,41,0,0,54,40,0,2,35,35,30,26,35,0,0,21,23,28,21,19,0,1,20,72,47,39,35,0,4,26,26,52,61,41,0,8,25,46,33,38,24,1,2,47,37,35,42,36,0,2,38,28,0,37,52,2,2,46,0,61,49,54,0,1,59,49,36,31,41,4,4,33,42,47,37,34,0,1,47,31,27,0,1,0,1,29,13,0,2,62,0,2,47,48,37,38,47,0,0,32,39,11,13,49,0,0,32,29,41,25,37,0,0,53,45,28,44,32,1,0,45,40,45,40,30,0,0,32,14,51,38,1,0,0,47,30,45,28,36,1,0,26,33,43,33,37,1,0,38,51,50,59,42,1,1,50,44,28,41,42,0,1,35,31,33,28,30,3,0,22,28,33,43,35,1,0,89,259,56,41,36,3,1,55,59,46,36,13,5,0,13,45,32,49,11,4,0,33,43,52,36,26,1,2,43,57,69,50,51,1,0,35,55,52,40,36,5,0,37,48,38,20,38,2,1,21,52,36,46,29,2,2,30,41,36,33,63,1,3,39,32,26,34,27,2,3,4,48,39,47,25,0,3,0,0,31,28,32,2,3,19,27,17,29,22,3,10,38,51,32,37,32,0,18,44,35,47,28,29,2,18,29,31,33,41,34,2,5,21,37,25,26,32,0,15,46,46,53,44,45,1,22,29,32,39,64,33,0,22,42,47,56,39,27,2,30,21,37,38,39,23,0,8,27,37,39
19:00:00,1,39,33,32,28,39,26,1,38,41,0,0,56,43,0,36,29,32,32,33,25,0,16,23,24,35,36,15,0,21,41,39,45,50,34,2,31,19,32,35,47,22,0,21,28,29,33,44,23,1,17,67,37,28,42,24,0,7,22,17,17,41,62,0,3,37,0,42,37,53,0,19,56,53,28,32,50,0,5,27,51,32,33,28,0,2,32,32,34,0,1,0,0,23,24,0,1,43,6,2,50,60,38,47,36,1,4,27,25,11,37,31,0,0,17,34,21,28,29,0,2,39,40,35,25,37,0,1,45,37,51,45,21,0,1,34,14,27,40,0,0,0,32,36,36,39,22,2,0,38,26,31,35,36,1,0,38,37,34,33,28,4,1,44,38,30,31,27,1,0,30,43,29,26,28,1,1,31,30,25,29,38,0,3,82,40,42,45,45,1,2,42,51,48,21,17,0,0,32,30,52,36,13,1,0,24,39,29,32,39,4,2,35,67,64,37,35,0,0,31,37,45,41,24,1,2,29,46,25,23,30,3,1,31,32,30,27,26,2,3,32,37,35,28,38,5,11,25,30,34,49,30,0,1,9,62,32,30,43,0,10,0,1,26,27,29,0,5,23,18,15,30,8,2,22,40,53,39,26,37,1,24,39,51,37,36,39,0,20,17,36,26,29,26,1,32,24,28,36,28,21,0,26,34,53,47,45,15,1,28,29,43,41,50,33,1,32,61,44,45,36,34,0,47,30,52,40,35,31,1,47,30,35,46
19:30:00,0,33,45,50,34,39,29,2,20,32,0,0,49,36,0,36,41,46,29,32,17,0,41,18,21,26,24,24,0,20,24,31,45,55,37,0,35,24,34,23,45,23,0,52,20,34,43,34,27,0,43,48,23,27,30,25,0,34,17,27,36,36,42,0,33,41,0,49,48,49,0,37,39,41,17,24,35,0,25,27,29,38,30,26,0,29,32,35,23,0,3,1,4,6,34,1,1,46,1,1,40,43,31,32,23,1,0,33,19,7,24,33,1,0,26,29,21,25,32,0,1,42,25,38,23,18,0,0,16,34,41,35,25,0,1,19,13,16,29,0,1,2,26,34,33,30,16,0,1,29,21,37,26,29,2,2,27,32,31,39,19,0,1,24,22,25,32,31,0,0,24,28,24,13,17,1,1,23,33,17,24,30,1,5,68,113,28,26,52,0,3,40,44,20,33,14,0,2,23,36,37,39,8,2,0,27,36,25,27,20,1,2,29,48,48,31,29,0,2,37,39,45,43,20,0,1,24,34,25,25,16,1,2,17,35,23,23,21,0,6,20,37,21,26,50,2,24,33,27,24,28,34,2,0,21,40,39,33,28,1,18,0,9,38,37,27,0,6,13,18,12,20,18,0,24,34,39,46,23,36,2,35,31,32,36,34,36,2,31,30,43,31,27,29,1,24,25,27,31,35,31,1,21,28,40,50,46,38,1,26,32,32,46,42,37,0,25,43,47,24,34,35,0,31,23,55,41,35,25,0,30,29,36,40
20:00:00,0,18,38,41,31,30,16,0,16,25,0,0,31,24,0,22,22,21,27,23,27,0,20,6,28,14,14,18,0,21,21,39,25,31,30,0,18,22,17,41,30,23,3,23,28,22,31,31,20,1,22,23,32,27,37,21,0,19,26,24,24,29,28,1,12,29,0,45,53,45,0,42,34,42,22,9,32,0,32,29,32,29,30,11,0,32,26,25,19,0,30,0,3,1,13,0,4,37,0,7,17,33,26,19,27,0,6,23,19,8,27,36,0,2,39,37,20,2,21,0,3,33,38,35,35,31,0,2,26,34,30,33,60,0,0,25,9,22,30,0,0,1,78,37,39,35,19,1,0,17,21,27,44,22,0,3,15,18,26,31,21,0,12,24,21,30,18,18,1,4,19,20,25,23,22,0,2,7,26,16,25,31,2,3,72,53,35,19,28,0,3,29,20,32,24,16,0,0,18,30,34,4,16,0,0,26,22,28,18,23,0,6,39,46,40,31,35,3,2,36,25,37,39,32,0,6,32,31,27,19,16,0,1,36,29,17,22,23,1,5,17,36,29,39,31,1,43,27,21,27,23,34,1,4,31,51,29,32,24,1,17,0,2,25,28,21,0,15,15,18,16,16,17,0,28,23,38,26,21,20,0,20,35,25,26,43,27,0,35,27,35,23,29,20,1,22,20,25,27,23,29,2,26,27,39,43,23,33,0,18,28,42,38,37,27,1,28,37,50,40,26,35,1,16,21,39,32,23,15,0,19,34,34,38
20:30:00,0,23,37,32,31,34,23,2,25,37,0,0,35,25,0,24,26,28,24,18,22,0,21,9,39,17,28,19,0,12,23,49,42,35,32,1,19,28,32,40,48,30,2,25,17,24,34,28,31,0,21,10,38,34,33,25,1,20,16,32,22,33,32,0,21,42,0,52,52,53,0,32,8,50,35,24,37,0,33,22,34,22,36,23,0,6,9,28,16,0,27,0,30,5,25,0,29,48,0,50,53,35,51,37,28,0,4,19,29,8,29,31,0,2,17,34,31,4,21,0,0,37,33,36,36,34,1,7,14,59,46,30,132,0,6,27,17,30,35,0,0,15,203,38,30,33,14,0,0,10,23,45,32,21,1,8,21,42,50,47,32,0,8,25,33,33,38,34,0,9,32,34,31,31,20,0,11,7,39,29,30,45,1,11,89,38,29,36,18,1,12,50,57,39,21,12,0,7,34,32,17,11,20,1,0,29,39,32,27,19,3,4,42,50,46,33,41,1,0,35,196,42,42,37,0,17,31,31,32,26,28,1,3,26,31,29,24,23,1,11,24,26,22,49,37,0,41,21,32,38,32,26,0,0,26,41,28,38,20,1,26,0,15,38,23,20,0,15,11,15,19,23,19,2,22,35,39,29,39,90,1,19,30,38,34,42,19,2,39,26,44,14,31,38,3,26,17,33,32,29,20,2,18,20,37,41,26,31,0,21,15,42,38,32,34,0,15,33,38,33,31,116,0,27,20,30,33,26,15,0,19,20,34,41
21:00:00,0,25,22,44,26,29,20,0,21,20,0,0,26,8,0,20,26,19,25,22,16,1,19,14,18,22,16,20,0,14,9,32,37,25,12,0,25,35,17,29,42,22,2,19,96,31,29,22,21,0,17,7,29,26,23,23,0,23,14,32,17,51,32,0,38,33,0,48,44,49,0,33,30,49,19,23,37,0,31,12,28,23,25,22,0,51,2,18,15,0,10,0,40,7,27,0,41,34,0,51,39,46,32,34,27,0,12,23,23,6,19,26,0,7,27,25,30,3,19,0,1,25,36,29,47,29,0,3,2,56,38,24,56,0,36,18,17,45,32,1,2,41,191,38,31,23,29,0,17,3,22,33,29,35,1,24,13,38,34,21,35,0,21,27,20,15,41,39,0,13,17,31,25,38,20,0,16,30,32,27,22,42,0,28,49,33,23,39,26,0,28,44,42,43,37,23,0,19,40,20,38,18,23,0,0,19,23,28,39,25,0,30,47,38,64,38,60,0,5,25,91,66,38,31,2,37,41,35,33,24,28,0,37,3,42,35,34,26,1,26,37,32,37,35,23,0,23,26,29,29,41,30,1,1,19,29,31,34,19,1,15,0,29,37,27,17,0,12,12,12,25,15,15,0,19,40,47,29,30,27,0,18,30,33,37,28,20,1,14,20,35,23,32,26,1,21,27,28,28,23,22,0,16,24,38,43,45,24,0,21,24,31,35,33,28,2,22,37,38,36,39,87,0,14,27,40,27,31,15,0,11,27,36,44
21:30:00,0,20,43,30,22,22,20,1,15,30,0,0,33,10,0,10,19,35,27,19,22,0,21,25,18,22,18,13,0,14,24,30,38,43,22,0,13,27,15,37,35,17,1,14,158,23,39,31,20,0,13,12,33,26,26,25,0,23,17,28,20,38,28,1,14,33,0,42,42,48,0,21,24,29,25,34,22,1,19,23,27,21,37,20,0,28,3,18,20,0,23,0,28,6,23,0,25,47,0,44,37,41,43,38,16,0,55,19,29,8,30,28,1,55,20,30,34,43,20,0,5,44,31,34,27,22,0,138,44,40,35,34,27,0,45,21,22,24,26,0,0,71,209,31,33,29,28,1,57,89,29,46,32,20,0,45,15,34,32,37,24,0,42,24,19,29,35,27,0,41,23,21,21,31,21,0,33,28,25,27,35,48,0,65,60,27,35,34,29,0,33,33,37,42,18,19,0,25,29,27,30,22,27,1,0,6,45,17,32,24,1,47,35,53,42,34,58,0,9,32,88,40,42,34,0,50,32,34,21,33,36,1,32,52,47,36,37,16,0,29,18,29,42,34,25,0,31,55,32,32,37,28,0,0,19,41,39,38,26,1,16,0,25,36,32,10,0,10,14,22,25,22,14,0,17,34,43,34,35,34,1,8,44,59,23,34,28,1,16,21,42,47,31,33,1,18,13,42,24,21,27,0,13,28,38,39,30,36,0,12,16,39,33,45,27,0,14,25,44,53,27,138,0,26,31,34,41,36,32,0,27,22,25,31
